7|3|3|3|3|10|0|5|12|12|0|0|0|0|0|0
7|3|3|3|3|10|0|5|12|12|0|0|0|0|0|0
7|3|3|3|3|10|0|5|12|12|0|0|0|0|0|0
7|3|3|3|3|10|0|5|12|12|0|0|0|0|0|0
7|3|3|3|3|10|0|5|12|12|0|0|0|0|0|0
3|3|3|3|3|0|0|0|3|3|3|0|0|0|0|0
3|3|3|3|3|0|0|0|3|3|3|0|0|0|0|0
3|3|3|3|3|0|0|0|3|3|3|0|0|0|0|0
3|3|3|3|3|0|0|0|3|3|3|0|0|0|0|0
3|3|3|3|3|0|0|0|3|3|3|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|3|0|4|2|1|0|0|0|0|0|1
0|1|0|0|0|3|0|4|2|1|0|0|0|0|0|1
0|1|0|0|0|3|0|4|2|1|0|0|0|0|0|1
0|1|0|0|0|3|0|4|2|1|0|0|0|0|0|1
0|1|0|0|0|3|0|4|2|1|0|0|0|0|0|1
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|3|3|3|3|11|0|4|3|3|3|0|0|0|0|0
3|3|3|3|3|11|0|4|3|3|3|0|0|0|0|0
3|3|3|3|3|11|0|4|3|3|3|0|0|0|0|0
3|3|3|3|3|11|0|4|3|3|3|0|0|0|0|0
3|3|3|3|3|11|0|4|3|3|3|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|6|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|6|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|6|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|6|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|6|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
